sample_id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2876,1,16,1,9,1,1,1,1,27,10,11,0,0,0,1,0,0,53,0,14,15,15,15,11.8,0,12,13,13,12,11.66666667,1,8.9,1.4,3.51,Enrolled
2877,1,12,1,13,1,1,3,3,3,5,5,0,0,1,0,0,0,54,1,0,7,7,0,0,0,0,5,10,0,0,0,12.4,0.5,1.79,Dropout
2878,1,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,49,0,0,6,9,5,12.33333333,0,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
2879,2,13,1,16,1,1,1,22,27,5,8,0,0,0,1,0,0,34,0,6,12,18,11,13,0,4,13,22,8,11.875,0,12.7,3.7,-1.7,Dropout
2880,4,12,1,3,0,1,1,23,27,6,8,0,0,0,1,0,0,45,0,0,6,13,4,12.5,0,0,6,8,3,11.66666667,0,16.2,0.3,-0.92,Dropout
2881,4,12,1,3,0,12,1,22,27,10,8,0,0,0,1,0,1,47,0,0,6,8,5,12.2,0,0,6,10,4,11.25,0,12.4,0.5,1.79,Graduate
2882,1,14,1,10,1,1,1,13,14,6,6,1,0,0,1,0,0,22,0,5,10,15,8,11,0,2,7,16,5,11.2,0,9.4,-0.8,-3.12,Enrolled
2883,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,33,0,0,5,14,1,10,0,0,5,13,2,12,0,12.4,0.5,1.79,Dropout
2884,2,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,43,0,0,6,7,6,12.33333333,0,0,6,8,6,11.5,0,8.9,1.4,3.51,Graduate
2885,1,4,1,4,1,3,1,22,27,7,7,0,0,0,1,0,0,54,0,9,13,13,13,14.30769231,0,5,12,15,12,15.23076923,0,15.5,2.8,-4.06,Graduate
2886,1,12,1,3,0,2,1,22,27,6,8,0,0,0,1,0,0,39,0,7,11,13,11,14.45454545,0,6,8,8,8,13.5,0,12.7,3.7,-1.7,Graduate
2887,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,39,0,0,5,6,5,11,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate
2888,1,1,1,16,1,1,1,13,27,10,10,0,0,0,1,0,1,18,0,0,6,8,6,13.14285714,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate
2889,1,8,1,10,1,1,1,22,27,10,8,0,0,0,1,0,1,19,0,0,6,8,6,13.75,0,0,6,7,6,11.85714286,0,16.2,0.3,-0.92,Graduate
2890,1,8,4,14,1,1,1,23,14,10,7,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
2891,2,12,1,3,0,9,1,19,24,1,1,0,0,0,1,0,0,44,0,5,8,13,8,13.75,0,2,6,9,6,12.5,0,7.6,2.6,0.32,Graduate
2892,1,12,1,17,0,1,1,3,1,4,10,0,0,0,1,0,0,27,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
2893,1,1,2,14,1,1,1,1,14,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.16666667,0,0,6,8,6,12.42857143,0,8.9,1.4,3.51,Graduate
2894,2,14,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,45,0,10,12,12,9,12.44444444,3,4,7,8,6,12,0,9.4,-0.8,-3.12,Dropout
2895,1,8,4,16,1,1,1,23,27,10,10,1,0,0,1,0,0,20,0,0,6,7,6,12.66666667,0,0,6,7,5,13,0,7.6,2.6,0.32,Graduate
2896,2,1,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,40,0,0,6,7,6,11.33333333,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Graduate
2897,1,12,1,17,0,1,1,22,27,7,7,0,0,0,1,0,0,40,0,0,5,9,4,11.25,0,0,5,6,5,12,0,13.9,-0.3,0.79,Enrolled
2898,1,14,1,12,1,1,1,3,3,3,3,0,0,0,1,0,0,18,0,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,13.9,-0.3,0.79,Graduate
2899,1,9,6,12,1,1,1,3,14,4,9,1,0,0,1,0,0,21,0,0,8,8,7,12.41428571,0,0,8,8,7,12.41428571,0,12.7,3.7,-1.7,Graduate
2900,1,8,2,2,1,1,1,2,1,4,4,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
2901,2,14,1,17,0,2,1,22,27,10,9,0,0,0,1,0,0,36,0,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Enrolled
2902,2,4,1,3,0,3,1,13,14,5,5,0,0,0,1,0,0,27,0,0,5,5,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
2903,2,12,1,13,1,1,3,23,28,10,10,0,0,0,1,0,0,32,1,0,7,10,7,11,0,0,8,8,8,13.125,0,12.7,3.7,-1.7,Graduate
2904,1,8,1,10,1,1,1,1,1,4,4,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
2905,1,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,37,0,0,6,13,4,12,0,0,6,10,3,12,0,16.2,0.3,-0.92,Dropout
2906,1,8,1,15,1,1,1,3,1,3,4,1,0,0,1,0,0,19,0,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduate
2907,4,12,2,3,0,1,1,22,28,8,6,0,0,0,1,0,1,41,0,0,6,8,6,11.33333333,0,0,6,9,6,11.33333333,0,10.8,1.4,1.74,Graduate
2908,2,1,4,12,1,1,1,1,27,5,10,0,0,0,1,0,1,18,0,0,7,7,6,14.06666667,0,0,7,7,6,14.06666667,0,7.6,2.6,0.32,Graduate
2909,1,14,1,6,1,1,1,22,27,12,12,0,0,0,1,0,0,21,0,2,9,14,8,13.55555556,0,2,7,10,7,13.57142857,0,7.6,2.6,0.32,Graduate
2910,1,15,1,4,1,1,1,1,14,4,10,1,0,1,0,0,0,23,0,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout
2911,1,8,2,15,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
2912,1,1,6,12,1,1,1,13,14,5,5,1,0,0,1,0,0,18,0,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,9.4,-0.8,-3.12,Graduate
2913,1,14,4,6,1,1,1,19,24,13,13,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
2914,1,1,2,10,1,1,1,14,21,1,9,1,0,0,1,0,0,19,0,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Graduate
2915,6,12,2,9,1,1,1,22,27,10,10,0,0,0,1,0,0,47,0,0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
2916,6,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,48,0,0,6,7,6,10.66666667,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled
2917,2,4,1,3,0,3,1,22,27,10,10,0,0,0,1,0,0,39,0,9,13,19,12,13.41666667,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate
2918,1,1,1,12,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,7,9,6,12.97166667,0,0,8,9,7,12.32142857,0,11.1,0.6,2.02,Graduate
2919,1,14,1,17,0,2,1,22,27,10,10,0,0,0,1,0,0,38,0,14,15,16,14,10.92857143,0,12,14,16,12,11.83333333,0,9.4,-0.8,-3.12,Dropout
2920,5,12,1,4,1,12,1,13,1,10,10,0,0,1,0,0,0,27,0,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,Dropout
2921,1,1,1,2,1,1,1,13,14,5,8,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
2922,1,12,1,3,0,1,1,13,27,5,6,0,0,0,1,0,0,34,0,0,6,6,4,13.25,0,0,6,6,0,0,0,12.7,3.7,-1.7,Enrolled
2923,2,12,1,10,1,12,1,22,27,5,5,0,0,0,1,0,0,48,0,0,6,14,6,11.33333333,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Dropout
2924,1,12,1,14,1,1,1,19,24,1,1,0,0,0,1,0,0,25,0,0,5,6,1,11,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2925,2,12,1,12,1,1,1,13,27,7,7,0,0,0,1,0,1,32,0,0,8,9,7,12.75714286,0,0,8,9,7,12.75714286,0,12.7,3.7,-1.7,Graduate
2926,1,1,1,15,1,1,1,22,27,10,8,0,0,0,1,0,1,18,0,0,6,6,6,14.5,0,0,6,6,6,14.66666667,0,16.2,0.3,-0.92,Graduate
2927,1,15,1,3,0,14,1,1,3,5,7,0,0,1,1,0,0,20,0,3,6,6,6,13.83333333,0,2,6,7,6,14.57142857,0,12.4,0.5,1.79,Graduate
2928,1,1,1,9,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Graduate
2929,1,1,1,2,1,1,1,22,27,10,4,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2930,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,0,0,19,0,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Enrolled
2931,1,12,1,17,0,7,1,22,24,12,12,1,0,0,1,0,0,39,0,0,5,9,0,0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout
2932,1,1,1,8,1,1,1,6,6,1,5,1,0,1,1,0,0,29,0,0,5,10,1,13,4,0,5,14,0,0,8,10.8,1.4,1.74,Dropout
2933,1,12,1,17,0,1,1,22,27,7,7,0,0,1,1,0,0,36,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
2934,1,1,6,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,12,7,11.97142857,0,0,8,12,7,11.97142857,0,12.7,3.7,-1.7,Graduate
2935,2,12,1,3,0,9,1,19,24,1,1,0,0,0,1,0,0,51,0,0,6,12,0,0,0,1,6,11,0,0,1,7.6,2.6,0.32,Dropout
2936,1,14,1,15,1,1,9,19,24,12,12,0,0,1,1,0,0,23,1,0,6,11,1,16,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout
2937,1,15,1,6,1,1,1,17,8,7,7,1,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
2938,1,14,5,16,1,1,1,19,24,1,1,1,0,0,0,0,0,28,0,0,6,9,4,12.75,1,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
2939,2,12,1,17,0,1,1,22,27,10,4,0,0,0,1,0,0,34,0,0,5,9,4,11,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Enrolled
2940,1,12,1,3,0,1,1,22,27,7,6,0,0,0,1,0,0,41,0,0,2,2,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
2941,4,12,1,3,0,3,1,22,27,10,10,0,0,0,1,0,1,43,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
2942,2,12,2,13,1,1,19,1,3,10,3,1,0,0,1,0,0,28,1,0,7,9,7,12.42857143,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Enrolled
2943,1,1,1,2,1,1,1,25,1,3,5,0,0,0,1,0,1,19,0,6,12,12,12,14.5,0,4,11,15,11,13.58333333,0,8.9,1.4,3.51,Graduate
2944,1,12,1,4,1,1,1,13,14,10,2,0,0,0,1,0,0,26,0,6,12,13,6,13,0,4,12,14,11,13.83333333,0,15.5,2.8,-4.06,Graduate
2945,1,1,4,12,1,1,1,4,3,3,4,1,0,0,1,0,0,18,0,0,7,7,7,11.71428571,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Graduate
2946,2,12,1,16,1,1,1,22,14,10,6,0,0,0,1,0,0,45,0,0,7,12,4,10.25,0,0,7,10,3,13,0,11.1,0.6,2.02,Dropout
2947,1,15,1,16,1,14,1,3,27,3,8,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
2948,1,8,6,14,1,1,1,4,1,4,11,0,0,0,1,0,0,20,0,0,6,9,6,12.375,0,0,6,7,6,13.14285714,0,11.1,0.6,2.02,Graduate
2949,1,1,6,16,1,1,1,1,14,6,6,0,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12,0,7.6,2.6,0.32,Graduate
2950,1,12,1,6,1,1,1,3,3,5,3,1,0,0,1,0,0,27,0,0,6,13,3,10.5,0,0,6,19,1,12,0,12.4,0.5,1.79,Dropout
2951,2,1,1,4,1,1,1,13,28,6,6,0,0,0,1,0,0,20,0,0,6,11,6,14.125,0,0,6,10,5,12.6,0,13.9,-0.3,0.79,Graduate
2952,1,1,3,6,1,1,1,1,1,5,9,1,0,0,1,0,0,18,0,0,6,7,6,14.66666667,0,0,6,12,6,13.83333333,0,8.9,1.4,3.51,Graduate
2953,2,12,2,14,1,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,5,8,5,11.4,0,0,5,7,3,12.33333333,0,9.4,-0.8,-3.12,Enrolled
2954,1,12,1,2,1,1,1,22,27,10,10,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
2955,4,12,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,39,0,0,6,7,6,14,0,0,6,7,5,14.8,0,12.7,3.7,-1.7,Graduate
2956,1,1,1,2,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
2957,1,4,1,12,1,3,1,22,27,10,6,0,0,0,1,0,0,36,0,0,7,7,0,0,7,0,7,7,0,0,7,16.2,0.3,-0.92,Dropout
2958,2,12,1,3,0,3,1,22,27,10,10,0,0,0,1,0,0,38,0,8,11,11,11,12.63636364,0,5,8,8,8,11,0,13.9,-0.3,0.79,Graduate
2959,2,12,1,16,1,12,1,22,14,4,8,0,0,0,1,0,0,45,0,0,6,11,3,12.33333333,0,0,6,13,2,11,0,7.6,2.6,0.32,Dropout
2960,5,12,1,11,1,1,1,2,2,3,3,0,0,0,1,0,0,62,0,0,6,7,6,15,0,0,6,10,6,12.83333333,0,10.8,1.4,1.74,Graduate
2961,1,1,1,14,1,1,1,1,1,10,2,1,0,0,1,0,1,20,0,0,6,8,4,11.75,0,0,6,10,6,12.66666667,0,10.8,1.4,1.74,Graduate
2962,1,1,1,12,1,1,1,13,27,10,10,1,0,0,1,0,0,18,0,0,8,8,7,14.13714286,0,0,8,8,7,14.13714286,0,10.8,1.4,1.74,Graduate
2963,1,9,3,5,1,1,1,1,1,4,5,0,0,0,1,0,0,18,0,0,6,6,2,12,0,0,6,6,1,11,0,9.4,-0.8,-3.12,Dropout
2964,2,1,1,17,0,3,1,1,3,5,10,0,0,0,1,0,0,23,0,0,5,5,5,10.8,0,0,5,9,4,11.5,0,9.4,-0.8,-3.12,Graduate
2965,1,1,1,5,1,1,1,13,14,10,10,1,0,1,1,0,1,19,0,1,6,8,6,13.28571429,1,0,6,8,6,12.5,0,13.9,-0.3,0.79,Dropout
2966,1,8,1,9,1,1,1,1,3,8,4,1,0,1,1,0,1,19,0,0,5,7,5,13.6,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
2967,1,13,1,12,1,1,1,3,3,4,4,0,0,0,1,0,0,18,0,0,7,8,7,13.55,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate
2968,1,8,4,12,1,1,1,4,1,3,2,1,0,0,1,0,0,18,0,0,8,8,0,0,5,0,8,8,0,0,5,9.4,-0.8,-3.12,Enrolled
2969,1,12,2,3,0,1,1,20,27,12,12,0,0,0,1,0,0,41,0,0,6,10,4,13.5,0,1,6,7,6,11.16666667,0,7.6,2.6,0.32,Graduate
2970,1,12,1,14,1,1,1,13,3,5,3,0,0,0,1,0,1,51,0,0,6,8,5,11.6,0,0,6,9,5,14.2,0,12.4,0.5,1.79,Graduate
2971,1,14,2,10,1,1,1,13,14,5,6,1,0,0,1,0,0,24,0,6,10,16,10,12.5,0,2,7,9,4,12.6,0,16.2,0.3,-0.92,Graduate
2972,1,12,1,17,0,3,1,13,1,10,6,0,0,0,1,0,0,25,0,0,5,14,1,11,0,0,5,11,2,12.66666667,4,16.2,0.3,-0.92,Dropout
2973,1,3,1,6,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,5,9,3,12,1,0,5,6,4,13,0,7.6,2.6,0.32,Enrolled
2974,1,7,6,9,1,1,1,22,27,10,10,1,0,0,1,0,0,20,0,0,5,8,4,11.6,0,0,5,10,3,12.33333333,0,7.6,2.6,0.32,Graduate
2975,1,1,1,2,1,1,1,1,14,15,16,1,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
2976,5,14,1,17,0,3,1,3,3,2,2,0,0,0,1,0,0,41,0,5,10,14,10,14.63636364,0,5,10,13,10,14.6,0,16.2,0.3,-0.92,Graduate
2977,1,1,2,11,1,1,1,1,14,10,10,1,0,0,1,0,1,19,0,0,6,8,6,13,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate
2978,1,13,1,16,1,9,1,1,3,4,3,0,0,0,1,0,0,28,0,14,18,23,14,12.78571429,2,16,17,18,16,13.875,0,16.2,0.3,-0.92,Dropout
2979,1,1,3,5,1,1,1,5,3,6,8,1,0,0,1,0,0,21,0,0,6,6,6,14.5,0,0,6,7,5,12,0,12.4,0.5,1.79,Graduate
2980,1,1,1,6,1,1,1,3,2,2,2,1,0,0,0,0,0,22,0,0,5,12,4,14.6,3,0,5,5,4,12.75,1,9.4,-0.8,-3.12,Dropout
2981,1,8,4,15,1,1,1,22,14,6,8,1,0,0,0,0,0,18,0,0,6,7,6,12.5,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate
2982,1,1,1,5,1,1,1,13,27,10,10,1,0,0,1,0,1,19,0,0,6,6,6,14,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
2983,1,8,6,12,1,1,1,3,14,6,6,1,0,0,1,0,1,19,0,0,7,7,7,13.80142857,0,0,8,8,8,14.575,0,11.1,0.6,2.02,Graduate
2984,1,4,1,16,1,3,1,13,14,5,6,0,0,1,0,0,0,25,0,1,6,7,6,14.42857143,0,0,6,7,6,13.66666667,0,10.8,1.4,1.74,Graduate
2985,1,13,4,12,1,6,1,1,14,3,10,1,0,0,1,0,1,18,0,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate
2986,1,8,1,5,1,1,1,22,14,10,10,1,0,0,1,0,0,19,0,0,6,6,6,14.33333333,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
2987,1,14,2,16,1,1,1,13,1,6,5,1,0,0,1,0,0,20,0,0,6,10,4,12.25,0,0,6,8,4,11.5,0,10.8,1.4,1.74,Enrolled
2988,2,12,1,3,0,12,1,19,24,1,1,0,0,0,1,0,0,46,0,0,6,9,6,13.33333333,0,0,6,6,6,11.83333333,0,7.6,2.6,0.32,Graduate
2989,1,8,1,2,1,1,1,3,3,4,4,1,0,0,0,0,0,19,0,6,12,12,12,13,0,4,11,14,11,13.25,0,8.9,1.4,3.51,Graduate
2990,1,1,2,11,1,1,1,23,14,10,8,1,0,0,1,0,0,18,0,0,6,10,4,11.75,0,0,6,9,5,11.2,0,7.6,2.6,0.32,Enrolled
2991,1,1,1,8,1,1,1,13,14,10,10,1,0,0,1,0,1,18,0,0,6,8,6,14.5,0,0,6,11,4,13,0,13.9,-0.3,0.79,Graduate
2992,1,9,1,12,1,1,1,22,27,4,4,1,0,0,1,0,1,19,0,0,8,8,7,11.82,0,0,8,8,7,11.82,0,10.8,1.4,1.74,Graduate
2993,1,1,2,15,1,1,1,3,3,4,3,1,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
2994,2,12,1,3,0,1,1,22,27,6,7,0,0,0,1,0,1,38,0,0,6,6,5,12.4,0,0,6,7,6,12.66666667,0,9.4,-0.8,-3.12,Graduate
2995,1,8,1,15,1,1,1,1,28,10,9,1,0,0,1,0,0,18,0,0,6,7,6,12.57142857,0,0,6,8,6,11.85714286,0,13.9,-0.3,0.79,Graduate
2996,1,8,5,12,1,1,1,1,1,6,6,1,0,0,1,0,1,18,0,0,7,7,7,13.85714286,0,0,8,8,8,14.9,0,13.9,-0.3,0.79,Graduate
2997,1,8,1,10,1,1,1,13,1,1,6,1,0,0,1,0,0,18,0,0,6,9,5,11.83333333,0,0,6,7,5,13.8,0,13.9,-0.3,0.79,Graduate
2998,1,8,1,9,1,1,1,3,3,3,3,0,0,0,1,0,0,20,0,0,5,10,4,11,0,0,5,7,4,11.5,0,15.5,2.8,-4.06,Enrolled
2999,1,1,1,8,1,1,1,3,14,5,9,1,0,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,8,6,13.66666667,0,12.4,0.5,1.79,Graduate
3000,4,12,1,3,0,1,1,13,14,12,12,0,0,0,0,0,0,37,0,0,4,4,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
3001,1,12,1,12,1,1,1,3,14,3,6,0,0,0,1,0,0,24,0,0,8,12,7,12.71428571,0,0,8,12,7,12.71428571,0,12.7,3.7,-1.7,Enrolled
3002,1,1,2,12,1,1,1,4,1,3,11,1,0,0,1,0,0,19,0,0,7,9,7,13.42222222,0,0,8,11,7,12.18888889,0,15.5,2.8,-4.06,Graduate
3003,1,1,3,15,1,1,1,3,1,6,4,1,0,0,1,0,1,19,0,0,6,7,6,14,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,Dropout
3004,1,8,3,13,1,1,1,13,14,10,5,1,0,0,1,0,1,19,0,0,7,8,7,12.14285714,0,0,8,8,8,13.375,0,16.2,0.3,-0.92,Dropout
3005,1,8,1,9,1,1,1,22,28,10,10,1,0,1,1,0,1,18,0,0,5,5,5,12.8,0,0,5,5,5,13,0,11.1,0.6,2.02,Graduate
3006,1,1,4,12,1,1,1,13,28,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14.57285714,0,0,8,9,8,14.95555556,0,12.4,0.5,1.79,Graduate
3007,1,1,4,9,1,1,1,1,14,5,6,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,11,0,8.9,1.4,3.51,Graduate
3008,1,8,5,9,1,1,1,1,28,5,6,1,0,0,1,0,1,19,0,0,5,12,2,10,0,0,5,11,4,11.75,0,11.1,0.6,2.02,Enrolled
3009,1,1,1,8,1,1,1,25,14,3,10,1,0,0,1,0,0,18,0,0,6,8,5,14.4,0,0,6,11,4,14.6,0,8.9,1.4,3.51,Dropout
3010,1,1,4,12,1,1,1,1,10,4,7,1,0,0,1,0,0,20,0,0,7,7,7,12.98285714,0,0,8,8,8,14.4625,0,12.4,0.5,1.79,Graduate
3011,1,8,1,6,1,1,1,3,2,3,4,1,0,0,1,0,0,20,0,0,6,14,6,15.75,0,0,6,8,6,13,0,15.5,2.8,-4.06,Graduate
3012,1,1,1,6,1,1,1,2,2,7,7,0,0,0,1,0,0,18,0,0,6,11,5,12.28571429,0,0,6,19,3,14,1,12.4,0.5,1.79,Dropout
3013,1,7,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,20,0,0,7,7,6,13.755,0,0,8,9,7,13.57142857,0,12.4,0.5,1.79,Graduate
3014,1,8,1,14,1,1,1,1,1,4,4,1,0,0,1,0,1,18,0,0,6,7,6,13.83333333,0,0,6,11,6,13.5,0,8.9,1.4,3.51,Graduate
3015,1,1,6,12,1,1,1,1,27,8,8,1,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
3016,1,1,4,12,1,1,1,23,1,6,7,1,0,0,1,0,0,18,0,0,7,9,7,14.71111111,0,0,8,9,8,14.62777778,0,15.5,2.8,-4.06,Graduate
3017,1,17,1,6,1,16,1,1,14,5,9,1,0,0,1,0,0,20,0,7,11,13,11,14.61538462,0,4,9,11,9,13.7,0,8.9,1.4,3.51,Graduate
3018,1,1,1,12,1,1,1,3,3,2,6,0,0,0,1,0,0,18,0,0,7,7,7,13.67714286,0,0,8,9,8,14.53333333,0,11.1,0.6,2.02,Graduate
3019,1,7,2,6,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,5,8,5,13.16666667,2,0,5,5,5,12.8,0,9.4,-0.8,-3.12,Graduate
3020,1,8,6,10,1,1,1,3,3,2,3,1,0,0,1,0,0,19,0,0,6,11,5,10.8,0,0,6,12,5,11.33333333,0,15.5,2.8,-4.06,Graduate
3021,1,8,1,8,1,1,1,13,7,6,4,0,0,0,1,0,0,19,0,0,5,8,3,12,0,0,5,7,5,12.83333333,0,7.6,2.6,0.32,Graduate
3022,1,1,1,12,1,1,1,3,1,3,4,0,0,0,1,0,0,18,0,0,7,8,6,13.95833333,0,0,8,8,8,14.71875,0,11.1,0.6,2.02,Graduate
3023,1,8,1,16,1,1,1,23,14,5,11,1,0,0,1,0,0,19,0,0,6,9,4,13,0,0,6,9,4,12.25,0,12.7,3.7,-1.7,Dropout
3024,1,1,2,2,1,1,1,23,14,10,10,1,0,0,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
3025,1,1,1,2,1,1,1,13,27,10,8,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
3026,1,1,6,12,1,1,1,1,1,5,10,1,0,0,1,0,1,18,0,0,8,8,7,14,0,0,8,8,7,14,0,12.7,3.7,-1.7,Graduate
3027,1,1,4,15,1,1,1,3,14,3,4,1,1,0,1,0,0,18,0,0,6,10,6,12.57142857,0,0,6,11,6,12.57142857,0,10.8,1.4,1.74,Enrolled
3028,1,1,4,15,1,1,1,26,1,5,4,1,0,0,1,0,0,19,0,0,6,6,4,12,0,0,6,11,3,11.33333333,0,11.1,0.6,2.02,Dropout
3029,1,12,1,3,0,1,1,22,27,10,7,0,0,0,1,0,1,35,0,2,8,8,8,13.625,0,1,7,7,7,14,0,8.9,1.4,3.51,Graduate
3030,1,8,6,9,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,5,7,4,12.5,0,0,5,8,4,10,1,7.6,2.6,0.32,Graduate
3031,1,4,1,16,1,3,1,22,27,10,10,0,0,0,1,0,0,28,0,14,15,25,14,12.42857143,1,8,14,22,11,11.90909091,0,7.6,2.6,0.32,Dropout
3032,1,14,1,12,1,1,1,23,3,6,3,0,0,0,1,0,0,21,0,3,7,8,7,13.3875,0,2,8,8,8,15.9,0,13.9,-0.3,0.79,Graduate
